"258";"king jaro";"gunsnrosesfan";"The crap? There's nothing there! If this is a mistake, please edit it. Otherwise, quit doing this crap!";"2008-11-30 19:25:12"
"259";"conveyor chaos";"gunsnrosesfan";"Indeed.";"2008-11-30 19:25:51"
"260";"Maze Craze";"gunsnrosesfan";"Yup.";"2008-11-30 19:30:07"
"261";"stairs";"gunsnrosesfan";"-1'd!";"2008-11-30 19:31:14"
"262";"Fluid Motion";"gunsnrosesfan";"(Censored) THIS IS HARD!";"2008-11-30 19:35:08"
"263";"Stinkoman And TCOTCS: Lava Sage";"gunsnrosesfan";"Actually, 0'd. One impossibe part.";"2008-11-30 19:36:22"
"264";"Forever Forest";"gunsnrosesfan";"Fanfreakintastic concept. Plus 1.";"2008-11-30 19:39:34"
"265";"Stinkoman And TCOTCS: Lava Sage";"KickCheat";"Where. The level is possible to  beat.";"2008-12-01 07:58:07"
"266";"Ladder Battle";"gunsnrosesfan";"REVIEW MY LEVELS IF YOU PLAY! DON'T JUST RATE FOR GOD'S SAKE!";"2008-12-02 14:57:52"
"267";"Stinkoman And TCOTCS: Chill Head";"gunsnrosesfan";"If this were a different world it'd be nice, but the slip effect makes it too difficult.";"2008-12-03 16:10:29"
"268";"1-Up Jail Breakout Episode 1";"gunsnrosesfan";"I changed my mind. This is a monotonus uncreative idea.";"2008-12-03 16:17:20"
"269";"1-Up Jail Breakout Episode 1";"gunsnrosesfan";"Still a 0, it's not terrible.";"2008-12-03 16:17:35"
"270";"My First Level!";"TheStick";"Too easy.";"2008-12-14 15:36:53"
"271";"ufo";"rewe";"No effort. It's just the same enemy on the same level of ground over and over and OVER again. Seriously, I'm not very good, but I can do better than this in five munuts.";"2008-12-14 15:49:58"
"272";"Nick's Alternate Stage 1.1";"rewe";"It rocks! Love it!";"2008-12-14 17:58:43"
"273";"Forever Forest";"rewe";"Awesome";"2008-12-19 13:39:47"
"274";"Split Path";"gunsnrosesfan";"Entertaining, but a bit easy. For your first level, this is well-made. I give you a plus 1.";"2008-12-30 20:42:39"
"275";"Nick's Alternate Stage 1.1";"Master";"AWESOME!!!";"2009-01-24 09:15:52"
"276";"Andy's Alternate Stage 1.1";"Master";"Love it superjoe. Nice trick with the browntants";"2009-01-24 09:22:42"
"277";"Andy's Alternate Stage 1.2";"Master";"Nice boss arena";"2009-01-24 09:30:21"
"278";"Andy's Alternate Stage 2.1";"Master";"THAT IS HAAAAARRRRRDDDDDD!!!!!!!!!";"2009-01-24 09:36:42"
"279";"Andy's Alternate Stage 2.2";"Master";"Brody sucked! I can't get hit or hit. I rate 0";"2009-01-24 09:41:20"
"280";"Elevation";"Master";"Uh LOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOONG level much man!";"2009-01-24 09:42:30"
"281";"Cloud Jumper";"Master";"THIS SUCKS!!!!!!!!! I RATE -1";"2009-01-24 09:59:03"
"282";"Hell's Path";"Master";"This is tooo easy man. Make it harder or make a hell's path boss";"2009-01-24 10:02:10"
"283";"Ladder Battle";"gunsnrosesfan";"...Except zimdelinvasor did so. Thank you.";"2009-01-25 11:50:54"
"284";"1st floor";"Master";"THIS SUCKS!!!!!

";"2009-01-27 10:52:58"
"285";"evil zone";"Master";"UHHH. IMPOSSIBLE  MUCH!!!!!

";"2009-01-27 10:54:18"
"286";"1-Up Jail Breakout Episode 1";"Master";"THE WINNER IS MEH!!!!!!!!";"2009-01-28 11:25:35"
"287";"Demo Level";"Master";"its hard!!!";"2009-01-28 11:27:56"
"288";"Andy's Alternate Stage 1.2";"Master";"Are you going to do more alternate stages superjoe?!?!?";"2009-01-28 11:28:47"
"289";"Demo Level";"gunsnrosesfan";"Clouds are hardest part. I'm going to hypercam this.";"2009-01-30 14:27:33"
"290";"Jack's Level 1.1";"Master";"THE MASTER SWORD IS MINE!!!!!!!!!!!!!!!!!!!";"2009-01-30 18:43:59"
"291";"Stinkoman And TCOTCS: Boss Tant";"doom";"whens shadowy figure coming out?";"2009-02-08 11:37:31"
"292";"stairs";"doom";"stoled!-1";"2009-02-10 09:54:31"
"293";"Lunar Warehouse Rescue Part 2";"Master";"This is so HAAAAAAAAAAAAAAAAAARRRRRRRRRRRDDDDDDD!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!

";"2009-02-19 14:43:42"
"294";"Lunar Warehouse Rescue Part 1";"Master";"Ummm...Im gunna wait til' I played the ;evel til' I rate it.";"2009-02-19 14:45:50"
"295";"Lunar Warehouse Rescue Part 1";"Master";"OMG!!!!!!!!!!!!!THIS IS SO HAAAAAAAARD!!!!!!!!!!!!!!!!!!!!!!!!!!";"2009-02-19 14:47:47"
"296";"jaro";"Master";"I think im going to make a level like the elevator in this level!

";"2009-02-19 14:50:22"
"297";"Stinko-crap Version 3 (True vers";"Master";"I-I -I beat it!";"2009-02-19 16:08:48"
"298";"Lunar Warehouse Rescue II Part 3";"superjoe";"Only KickCheat could think of a way to add another dimension to a boss level.";"2009-02-22 21:16:37"
"299";"The Bad Guy's Brilliant Plan";"superjoe";"I couldn't find the secret ladder without cheating";"2009-02-24 01:10:32"
"300";"Split Path";"superjoe";"not bad";"2009-02-24 01:12:44"
"301";"Stinkoman's Wild Adventure";"doom";"awesome!";"2009-02-24 16:32:06"
"302";"1-Up Jail Breakout Episode 1";"Master";"Nice story.When is part 2 coming out?!";"2009-02-26 20:41:10"
"303";"Stinkoman's Frozen Keyboard";"TheStick";"It's fun to see Stinkoman get taken to the end of the level! But I always die when I get to the part with the freezer and the spikes on a conveyter belt.";"2009-03-17 17:41:12"
"304";"3 Unreleased Levels";"KickCheat";"This couldn't fit in the description, but this is the last level I will make, as I will be leaving this site along with the fanstuff wiki and the fanstuff forums.";"2009-03-18 17:43:14"
"305";"Stinkoman's Frozen Keyboard";"KickCheat";"Are you completely still at that part or are you trying to beat the level by moving?";"2009-03-18 17:45:20"
"306";"3 Unreleased Levels";"TheStick";"Didn't the Fanstuff Wiki get shut down?";"2009-03-19 05:38:52"
"307";"Stinkoman's Frozen Keyboard";"TheStick";"I'm completely still, and I still die.";"2009-03-19 10:46:36"
"308";"Stinkoman's Frozen Keyboard";"TheStick";"And this one time, I died at the part where a platform takes me up, a My Benji hits me, and it's suppost to invincible me long enough to get  on the conveytor belt, but I died. :(";"2009-03-20 05:14:36"
"309";"Stinkoman's Frozen Keyboard";"KickCheat";"Try it now. Does it work?";"2009-03-20 18:17:36"
"310";"3 Unreleased Levels";"KickCheat";"I don't think it did. I thought they were deleting the bad fanstuff and starting a new wiki, which is taking far too long to happen.";"2009-03-20 18:21:29"
"311";"Stinkoman's Frozen Keyboard";"TheStick";"Yes, it works.";"2009-03-23 13:33:42"
"312";"Lunar Warehouse Rescue II Part 1";"zimdelinvasor";"It would be better if it worked.";"2009-04-04 15:39:49"
"313";"Hell's Kitchen";"zimdelinvasor";"I'm able to do it. Just barely, but I can. o_o";"2009-04-04 15:49:40"
"314";"Fluid Motion";"pokamona";"I won this level only twice";"2009-05-09 05:47:29"
"315";"ekersby's revenge";"pokamona";"This took a long time to build";"2009-05-09 08:08:27"
"316";"But He's Still In Space!";"pokamona";"too easy";"2009-05-10 17:15:32"
"317";"StinkoMario20X8 Level 9.2";"pokamona";"RTF F";"2009-05-16 08:56:40"
"318";"super stinko level 1.1";"pokamona";;"2009-05-19 14:17:39"
"319";"super stinky brain";"pokamona";";.";"2009-05-27 12:49:27"
"320";"But He's Still In Space!";"pokamona";":D";"2009-05-27 12:51:38"
"321";"Lunar Warehouse Rescue II Part 1";"KickCheat";"Works just fine for me. Try refreshing.";"2009-07-10 15:58:12"
"322";"Stinkoman 20X7: Level 1.1";"TheStick";"I can't seem to beat it, but I guess that's just me. Oh, and I finally got logins working!";"2009-07-25 07:01:35"
"323";"Stinkoman 20X7: Level 4.2";"TheStick";"Interesting having 1-Up on the upper platform.";"2009-07-31 12:41:13"
"324";"Stinkoman 20X7: Level 3.3";"TheStick";"A bit hard to get there, but there really was no difference in the battle.";"2009-08-01 22:00:26"
"325";"Stinkoman 20X7: Level 2.2";"TheStick";"Good, but I feel its a bit challenging.";"2009-08-02 17:28:47"
"326";"bbbbbbbrrrrrrrrrrrr";"TheStick";"Just the normal boss battle.";"2009-08-02 17:36:31"
"327";"ekersby back from the dead";"Ameister12";"To easy!";"2009-08-03 18:09:45"
"328";"Forever Forest";"Ameister12";"Wow that was great!
Great concept ,too.";"2009-08-03 18:17:04"
"329";"UP";"TheStick";"A bit easy.";"2009-08-04 16:53:16"
"330";"Jaro Island";"TheStick";"I love this level! But I can't beat it.";"2009-08-21 08:44:37"
"331";"Stinkoman And TCOTCS: Lava Sage";"TheStick";"Hard but fun.";"2009-08-21 08:52:18"
"332";"BaconPack - 6.1";"Baconface";"There are a bunch of Fullbide (the yellow swooping robots from level 7) here, so be careful. The part with the yellow tank and the ladder IS possible, it's just a bit difficult.";"2009-08-22 09:32:06"
"333";"Wall Jumps Will Do";"Baconface";"I really like the wall-jumping effect. The level was also fun and challenging!";"2009-08-22 11:05:51"
"334";"blue warp";"TheStick";"Too easy. The blue warp isn't a hack, it's just putting a blue lava zone tile over a regular warp pad. And try to use correct grammar.";"2009-08-22 14:13:27"
"335";"chicken";"TheStick";"E-Z.";"2009-08-22 14:15:09"
"336";"duhn duhn duhn";"TheStick";"Impossible to access, because 9.2 is locked.";"2009-08-22 14:16:09"
"337";"EARTHBOUND THE WAR OF HARVAX";"TheStick";"...once again, 9.2 is locked.";"2009-08-22 14:17:47"
"338";"ekersby";"TheStick";"It's just the normal boss level.";"2009-08-22 14:18:08"
"339";"ekersby back from the dead";"TheStick";"So uncreative!";"2009-08-22 14:18:30"
"340";"ekersby back from the dead2";"TheStick";"Replica?";"2009-08-22 14:18:42"
"341";"ekersby's revenge";"TheStick";"Another replica!";"2009-08-22 14:19:32"
"342";"long wait";"TheStick";"Impossible?";"2009-08-22 14:21:02"
"343";"raaaugh! ok just shut up brody";"TheStick";"Crazy, and somewhat stupid.";"2009-08-22 14:25:42"
"344";"stairs";"TheStick";"...copied!";"2009-08-22 14:26:16"
"345";"StinkoMario20X8 Level 4.1";"TheStick";"This is the same as regular 4.1!";"2009-08-22 14:27:01"
"346";"StinkoMario20X8 Level 4.3";"TheStick";"Doesn't work.";"2009-08-22 14:27:33"
"347";"super stinko level 5.2";"TheStick";"Too easy.";"2009-08-27 19:32:20"
"348";"super stinko level 0.1";"TheStick";"Too easy.";"2009-08-27 19:32:48"
"349";"get outta here nebulon ";"TheStick";"Too easy.";"2009-08-27 19:51:56"
"350";"get outta here nebulon ";"RubberDucky";"Yeah, it IS too easy...";"2009-11-12 15:39:36"
"351";"My First Level!";"RubberDucky";"Kinda too easy and too short, but at least it didn't have any graphical cutoffness :>";"2009-11-12 15:43:20"
